Name_in_Tree,Latitude,Longitude
Varanus.acanthurus,-15.75,129.083
Varanus.acanthurus,-19,129
Varanus.acanthurus,-19.383,129
Varanus.acanthurus,-18.0322,128.905
Varanus.acanthurus,-19.129167,128.891944
Varanus.acanthurus,-19.593333,128.861111
Varanus.acanthurus,-15.525,128.820278
Varanus.acanthurus,-17.7,128.817
Varanus.acanthurus,-16.3,128.8
Varanus.acanthurus,-16.25,128.75
Varanus.acanthurus,-16.2,128.7417
Varanus.acanthurus,-16.116667,128.733333
Varanus.acanthurus,-15.913333,128.731667
Varanus.acanthurus,-15.663056,128.726667
Varanus.acanthurus,-16.285278,128.718056
Varanus.acanthurus,-21.52,128.63
Varanus.acanthurus,-18.695833,128.565833
Varanus.acanthurus,-17.56559,128.51823
Varanus.acanthurus,-17.566667,128.516667
Varanus.acanthurus,-17.43159,128.40123
Varanus.acanthurus,-16.666667,128.266667
Varanus.acanthurus,-16.6325,128.265278
Varanus.acanthurus,-15.108056,128.156389
Varanus.acanthurus,-17.73159,128.15123
Varanus.acanthurus,-17.733333,128.15
Varanus.acanthurus,-15.076111,128.140556
Varanus.acanthurus,-15.483333,128.116667
Varanus.acanthurus,-15.820278,128.098056
Varanus.acanthurus,-15.833333,128.033333
Varanus.acanthurus,-20.15,127.966667
Varanus.acanthurus,-15.183,127.85
Varanus.acanthurus,-20.116667,127.8
Varanus.acanthurus,-17.75,127.5
Varanus.acanthurus,-22.738333,127.221389
Varanus.acanthurus,-14.133333,126.716667
Varanus.acanthurus,-15.266667,126.716667
Varanus.acanthurus,-14.3,126.633333
Varanus.acanthurus,-13.883333,126.566667
Varanus.acanthurus,-15.333333,126.533333
Varanus.acanthurus,-20.25,126.533333
Varanus.acanthurus,-19.583333,126.366667
Varanus.acanthurus,-24.582778,126.332222
Varanus.acanthurus,-24.566944,126.254444
Varanus.acanthurus,-17.52731422,126.1147996
Varanus.acanthurus,-17.57611948,126.0240774
Varanus.acanthurus,-14.666667,125.933333
Varanus.acanthurus,-14.819444,125.838889
Varanus.acanthurus,-14.565278,125.833333
Varanus.acanthurus,-14.866667,125.833333
